Time of Day [h:m:s:ms],Participant,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Class
17:16:58:286,57,Fixation,Fixation,45,43,604.7936,327.705,586.0727,349.988,0
17:16:58:302,57,Fixation,Fixation,45,43,604.3582,327.879,586.616,348.5405,0
17:16:58:319,57,Fixation,Fixation,45,43,604.1399,329.4787,586.6113,347.3644,0
17:16:58:336,57,Fixation,Fixation,45,43,603.9578,330.5533,586.5129,346.2165,0
17:16:58:352,57,Fixation,Fixation,45,43,603.7952,330.401,587.3036,345.7863,0
17:16:58:369,57,Fixation,Fixation,45,43,604.2204,329.8195,586.7639,346.5773,0
17:16:58:386,57,Fixation,Fixation,45,43,604.484,329.2904,586.2958,347.911,0
17:16:58:402,57,Fixation,Fixation,45,43,604.6678,328.9479,585.5071,347.8205,0
17:16:58:419,57,Fixation,Fixation,45,43,607.1411,327.9373,588.6579,348.8829,0
17:16:58:436,57,Fixation,Fixation,45,43,610.3702,327.5031,591.0661,349.128,0
17:16:58:453,57,Fixation,Fixation,45,43,611.7642,328.2762,592.3087,350.1448,0
17:16:58:469,57,Fixation,Fixation,45,43,614.0266,327.7257,594.6637,349.9458,0
17:16:58:486,57,Fixation,Fixation,45,43,615.6837,327.0457,597.2495,350.1045,0
17:16:58:503,57,Fixation,Fixation,45,43,617.5922,325.2888,599.4862,351.318,0
17:16:58:519,57,Fixation,Fixation,45,43,620.4405,323.9572,601.7616,351.7335,0
17:16:58:536,57,Fixation,Fixation,45,43,621.2443,322.6171,601.963,351.919,0
17:16:58:553,57,Fixation,Fixation,45,43,623.0481,323.4966,604.2417,352.2114,0
17:16:58:569,57,Fixation,Fixation,45,43,624.8442,323.6817,605.592,351.4063,0
17:16:58:586,57,Fixation,Fixation,45,43,626.6411,323.0361,606.9472,351.3362,0
17:16:58:603,57,Fixation,Fixation,45,43,626.6243,322.5828,606.5277,350.6788,0
17:16:58:620,57,Fixation,Fixation,45,43,625.7877,320.6683,606.09,348.8465,0
17:16:58:636,57,Fixation,Fixation,45,43,625.812,318.8381,606.0198,346.741,0
17:16:58:653,57,Fixation,Fixation,45,43,626.332,317.0405,605.5772,346.0791,0
17:16:58:670,57,Fixation,Fixation,45,43,626.6663,316.259,604.7967,343.776,0
17:16:58:686,57,Fixation,Fixation,45,43,627.0391,315.1645,603.9225,342.3765,0
17:16:58:703,57,Fixation,Fixation,45,43,627.3632,313.3523,603.1675,341.3231,0
17:16:58:720,57,Fixation,Fixation,45,43,627.9296,311.0327,603.1854,340.1015,0
17:16:58:736,57,Fixation,Fixation,45,43,627.9989,310.2825,602.7415,340.2501,0
17:16:58:753,57,Fixation,Fixation,45,43,627.6617,310.9208,602.9858,339.6764,0
17:16:58:770,57,Fixation,Fixation,45,43,626.2003,312.1084,603.2388,338.6662,0
17:16:58:787,57,Fixation,Fixation,45,43,625.6433,313.7759,604.0184,338.8661,0
17:16:58:803,57,Fixation,Fixation,45,43,624.1471,316.7054,602.1933,340.386,0
17:16:58:820,57,Fixation,Fixation,45,43,622.0944,320.0756,599.9819,341.6565,0
17:16:58:837,57,Fixation,Fixation,45,43,619.53,323.134,597.9048,343.5742,0
17:16:58:853,57,Fixation,Fixation,45,43,616.2284,324.4812,595.2739,346.2076,0
17:16:58:870,57,Fixation,Fixation,45,43,614.0912,327.1516,594.5754,348.1681,0
17:16:58:887,57,Fixation,Fixation,45,43,611.519,328.8971,592.3791,348.9598,0
17:16:58:903,57,Fixation,Fixation,45,43,609.7569,331.2579,590.7735,349.7375,0
17:16:58:920,57,Fixation,Fixation,45,43,608.2057,334.0195,589.5752,350.5112,0
17:16:58:937,57,Fixation,Fixation,45,43,606.5839,335.5344,587.8036,352.568,0
17:16:58:954,57,Fixation,Fixation,45,43,605.9371,336.2672,587.1905,354.9276,0
17:16:58:970,57,Fixation,Fixation,45,43,605.6571,336.8409,584.9362,356.9579,0
17:16:58:987,57,Fixation,Fixation,45,43,605.8673,336.6204,584.5389,358.6665,0
