Time of Day [h:m:s:ms],Participant,Category Right,Category Left,Index Right,Index Left,Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Class
15:25:08:818,49,Fixation,Fixation,85,46,652.8669,468.5418,695.5392,286.6055,0
15:25:08:834,49,Fixation,Fixation,85,46,652.5933,468.2001,695.714,289.445,0
15:25:08:851,49,Fixation,Fixation,85,46,652.5698,472.3836,695.2394,291.8177,0
15:25:08:868,49,Saccade,Fixation,82,46,652.4226,470.9464,696.9943,291.0847,0
15:25:08:884,49,Saccade,Fixation,82,46,651.9074,369.2007,696.4701,292.4421,0
15:25:08:901,49,Fixation,Fixation,86,46,652.9955,470.4691,696.6059,292.5119,0
15:25:08:918,49,Fixation,Fixation,86,46,657.6535,403.1697,704.8901,309.0372,0
15:25:08:934,49,Fixation,Fixation,86,46,659.3838,416.1725,706.8939,327.747,0
15:25:08:951,49,Fixation,Fixation,86,46,666.7368,429.9251,713.2999,329.3157,0
15:25:08:968,49,Fixation,Fixation,86,46,670.7865,408.7622,714.1601,342.2941,0
15:25:08:985,49,Fixation,Fixation,86,46,673.0805,419.174,717.6625,342.5153,0
15:25:09:001,49,Fixation,Fixation,86,46,673.7604,411.4039,721.85,347.5475,0
15:25:09:018,49,Fixation,Saccade,86,44,679.0017,412.0208,723.4046,351.6192,0
15:25:09:035,49,Fixation,Fixation,86,47,680.4647,410.8821,724.5154,354.2909,0
15:25:09:051,49,Fixation,Fixation,86,47,683.0477,410.0859,727.027,357.12,0
15:25:09:068,49,Fixation,Fixation,86,47,684.4134,413.4139,727.9169,358.6553,0
15:25:09:085,49,Fixation,Fixation,86,47,686.6505,412.39,729.4814,359.1807,0
15:25:09:101,49,Fixation,Fixation,86,47,687.582,413.7466,728.9137,360.3943,0
15:25:09:118,49,Fixation,Fixation,86,47,687.9975,414.1337,728.4419,361.2168,0
15:25:09:135,49,Fixation,Fixation,86,47,687.1029,414.5414,728.973,361.7815,0
15:25:09:151,49,Fixation,Fixation,86,47,687.996,415.9424,729.6538,361.1494,0
15:25:09:168,49,Fixation,Fixation,86,47,687.8053,415.92,730.7883,361.3741,0
15:25:09:185,49,Fixation,Fixation,86,47,687.6024,415.9221,730.4223,360.6203,0
15:25:09:201,49,Fixation,Fixation,86,47,686.3231,415.7087,730.079,359.2443,0
15:25:09:218,49,Saccade,Fixation,83,47,685.2772,416.5577,730.837,359.6824,0
15:25:09:235,49,Saccade,Fixation,83,47,683.9794,526.787,731.5737,358.3966,0
15:25:09:252,49,Saccade,Fixation,83,47,683.672,416.774,733.8842,357.4885,0
15:25:09:268,49,Saccade,Fixation,83,47,682.5485,416.0373,730.6684,356.5162,0
15:25:09:285,49,Saccade,Fixation,83,47,681.8352,416.2962,733.654,356.5266,0
15:25:09:302,49,Fixation,Fixation,87,47,681.1474,524.0751,731.7642,356.7162,0
15:25:09:318,49,Fixation,Fixation,87,47,681.0324,529.2948,733.2573,356.1959,0
15:25:09:335,49,Fixation,Fixation,87,47,678.6239,531.3068,731.9382,355.961,0
15:25:09:352,49,Fixation,Fixation,87,47,679.0687,532.4013,732.8662,355.7548,0
15:25:09:368,49,Fixation,Fixation,87,47,679.0733,536.4931,732.2414,355.4952,0
15:25:09:385,49,Fixation,Fixation,87,47,677.4017,538.5695,734.2034,356.123,0
15:25:09:402,49,Fixation,Fixation,87,47,677.7371,541.3591,730.9071,355.9036,0
15:25:09:418,49,Fixation,Fixation,87,47,678.6861,546.5981,731.9927,356.4179,0
15:25:09:435,49,Fixation,Fixation,87,47,676.8494,547.3347,727.3472,357.9337,0
15:25:09:452,49,Fixation,Fixation,87,47,678.2759,548.2925,729.4588,357.3399,0
15:25:09:468,49,Fixation,Fixation,87,47,676.462,549.5662,727.6108,357.7555,0
15:25:09:485,49,Saccade,Fixation,84,47,675.2123,549.8494,729.5063,357.7969,0
15:25:09:502,49,Saccade,Fixation,84,47,676.9316,447.8731,726.9547,358.1361,0
15:25:09:519,49,Saccade,Fixation,84,47,679.923,444.5577,725.0996,360.3174,0
15:25:09:535,49,Fixation,Fixation,88,47,675.3899,555.5113,727.086,359.9943,0
15:25:09:552,49,Fixation,Fixation,88,47,675.5186,556.9303,724.2297,359.8921,0
15:25:09:569,49,Fixation,Fixation,88,47,685.7959,554.3933,722.6155,361.3326,0
15:25:09:585,49,Fixation,Fixation,88,47,674.4857,555.2643,724.4718,362.8767,0
15:25:09:602,49,Fixation,Fixation,88,47,673.8229,555.8783,724.9174,362.9257,0
15:25:09:619,49,Fixation,Fixation,88,47,674.7961,555.563,726.3572,361.9005,0
15:25:09:635,49,Fixation,Fixation,88,47,676.1714,554.2193,726.9557,363.4596,0
15:25:09:652,49,Fixation,Fixation,88,47,674.3933,554.7122,726.1266,362.8701,0
15:25:09:669,49,Fixation,Fixation,88,47,675.12,555.8959,724.9538,363.6257,0
15:25:09:685,49,Saccade,Fixation,85,47,675.6482,554.6486,724.3581,365.0553,0
15:25:09:702,49,Saccade,Fixation,85,47,676.7703,454.2317,725.3939,364.9569,0
15:25:09:719,49,Fixation,Fixation,89,47,677.5095,554.808,723.8154,365.7975,0
15:25:09:735,49,Fixation,Fixation,89,47,677.5257,553.6226,726.5308,366.2183,0
15:25:09:752,49,Fixation,Fixation,89,47,676.0424,554.6937,728.9464,365.8451,0
15:25:09:769,49,Fixation,Fixation,89,47,675.2588,555.2815,729.6714,365.3526,0
15:25:09:786,49,Fixation,Fixation,89,47,677.7799,554.7392,729.6284,365.0944,0
15:25:09:802,49,Fixation,Fixation,89,47,676.438,554.4517,728.2206,365.1754,0
15:25:09:819,49,Saccade,Fixation,86,47,675.1812,556.1932,726.846,365.3287,0
15:25:09:836,49,Saccade,Fixation,86,47,678.7665,454.7792,730.1332,365.5906,0
15:25:09:852,49,Saccade,Fixation,86,47,678.8493,451.467,732.2894,365.8824,0
15:25:09:869,49,Saccade,Fixation,86,47,679.8011,557.599,732.0077,366.1314,0
15:25:09:886,49,Saccade,Fixation,86,47,679.8224,453.9266,732.6035,366.7037,0
15:25:09:902,49,Saccade,Fixation,86,47,680.7836,450.5154,731.9532,367.0621,0
15:25:09:919,49,Saccade,Fixation,86,47,681.8064,449.4511,733.3668,367.5305,0
15:25:09:936,49,Saccade,Fixation,86,47,682.0167,449.0376,730.2958,367.8667,0
15:25:09:952,49,Saccade,Fixation,86,47,681.1948,560.2092,728.6209,368.2574,0
15:25:09:969,49,Saccade,Fixation,86,47,681.5053,559.9474,731.4266,369.6255,0
15:25:09:986,49,Saccade,Fixation,86,47,682.3846,560.6886,731.7763,370.7711,0
15:25:10:003,49,Saccade,Fixation,86,47,683.7741,558.4476,731.7725,370.5372,0
15:25:10:019,49,Saccade,Fixation,86,47,682.9628,558.6257,728.419,372.3373,0
15:25:10:036,49,Saccade,Fixation,86,47,683.0901,448.6358,729.0476,372.5595,0
15:25:10:053,49,Fixation,Fixation,90,47,683.6492,557.3478,730.6541,373.0305,0
15:25:10:069,49,Fixation,Fixation,90,47,686.4015,553.7966,730.1862,342.4657,0
15:25:10:086,49,Fixation,Fixation,90,47,686.1468,540.9778,729.7205,313.0993,0
15:25:10:103,49,Fixation,Fixation,90,47,686.6725,536.8069,729.6542,311.2679,0
15:25:10:119,49,Fixation,Fixation,90,47,0,0,732.3414,306.0526,0
15:25:10:136,49,Fixation,Fixation,90,47,688.039,541.8826,733.6057,305.1749,0
15:25:10:153,49,Fixation,Fixation,90,47,689.3064,537.4657,730.2976,307.756,0
15:25:10:169,49,Fixation,Fixation,90,47,0,0,731.7059,303.8295,0
15:25:10:186,49,Fixation,Fixation,90,47,688.9769,537.2506,733.4882,303.2811,0
15:25:10:203,49,Fixation,Fixation,90,47,689.6527,536.8399,735.9972,300.6517,0
15:25:10:219,49,Fixation,Fixation,90,47,689.6762,532.7931,734.7285,300.4346,0
15:25:10:236,49,Fixation,Fixation,90,47,688.8608,531.6273,735.0533,299.1669,0
15:25:10:253,49,Fixation,Fixation,90,47,691.9614,530.3972,735.3392,297.5616,0
15:25:10:270,49,Fixation,Fixation,90,47,691.3668,528.8269,736.9511,296.7763,0
15:25:10:286,49,Fixation,Fixation,90,47,689.9464,529.3714,738.0349,295.2243,0
15:25:10:303,49,Fixation,Fixation,90,47,692.3321,528.7067,737.3315,293.6723,0
15:25:10:320,49,Fixation,Saccade,90,45,691.0243,529.9682,737.0524,292.8768,0
15:25:10:336,49,Fixation,Fixation,90,48,689.0931,530.1164,738.9698,291.5898,0
15:25:10:353,49,Fixation,Fixation,90,48,692.5855,530.5966,740.4263,289.9846,0
15:25:10:370,49,Fixation,Fixation,90,48,692.2914,529.6012,739.9952,289.1413,0
15:25:10:386,49,Fixation,Fixation,90,48,693.5881,526.1096,739.5064,286.9114,0
15:25:10:403,49,Fixation,Fixation,90,48,696.4811,523.282,740.1296,285.9612,0
15:25:10:420,49,Fixation,Fixation,90,48,696.4279,520.583,740.4949,285.355,0
15:25:10:436,49,Fixation,Fixation,90,48,697.0499,520.1321,741.352,285.2898,0
15:25:10:453,49,Saccade,Fixation,87,48,696.5969,521.3247,742.3188,285.159,0
15:25:10:470,49,Saccade,Fixation,87,48,700.4907,401.3005,741.2841,286.5056,0
15:25:10:487,49,Saccade,Fixation,87,48,698.6372,519.583,740.9198,287.7039,0
15:25:10:503,49,Saccade,Fixation,87,48,699.6497,516.3284,741.4904,287.8423,0
15:25:10:520,49,Saccade,Fixation,87,48,701.0056,512.5984,742.253,287.246,0
15:25:10:537,49,Saccade,Fixation,87,48,700.3361,511.3967,740.0814,287.7944,0
15:25:10:553,49,Saccade,Saccade,87,46,706.775,512.2115,744.5085,285.7158,0
15:25:10:570,49,Saccade,Saccade,87,46,944.3532,454.3388,947.7399,290.9113,0
15:25:10:587,49,Saccade,Saccade,87,46,1099.2174,499.6682,1169.4789,304.6392,0
15:25:10:603,49,Fixation,Fixation,91,49,1220.572,508.983,1345.2173,345.1187,0
15:25:10:620,49,Fixation,Fixation,91,49,1227.2681,509.6377,1348.2777,380.9177,0
15:25:10:637,49,Fixation,Fixation,91,49,1232.434,507.2548,1365.668,382.6206,0
15:25:10:653,49,Fixation,Fixation,91,49,1237.3305,506.5559,1372.1177,381.9553,0
15:25:10:670,49,Fixation,Fixation,91,49,1241.5529,504.4083,1375.6708,382.5251,0
15:25:10:687,49,Fixation,Fixation,91,49,1243.9228,504.3608,1382.2293,385.1982,0
15:25:10:704,49,Fixation,Fixation,91,49,1245.3706,501.212,1386.187,385.9604,0
15:25:10:720,49,Fixation,Fixation,91,49,1247.8364,502.1906,1390.355,385.3606,0
15:25:10:737,49,Fixation,Fixation,91,49,1251.1956,496.9323,1385.3011,386.0478,0
15:25:10:754,49,Fixation,Fixation,91,49,1254.4883,496.6657,0,0,0
15:25:10:770,49,Fixation,Fixation,91,49,1255.2908,496.6457,1390.829,387.176,0
15:25:10:787,49,Fixation,-,91,-,1262.4622,499.6559,0,0,0
15:25:10:804,49,Fixation,-,91,-,1263.7525,502.3762,0,0,0
15:25:10:820,49,Fixation,-,91,-,1270.6436,503.7526,0,0,0
15:25:10:837,49,Fixation,-,91,-,1270.2251,507.2527,0,0,0
15:25:10:854,49,Fixation,Fixation,91,50,1275.9059,511.9793,1391.8732,420.8195,0
15:25:10:870,49,Fixation,Fixation,91,50,1278.5693,512.4126,0,0,0
15:25:10:887,49,Fixation,Fixation,91,50,1279.343,510.9913,0,0,0
15:25:10:904,49,Fixation,Fixation,91,50,1282.5214,516.3196,0,0,0
15:25:10:921,49,Fixation,Fixation,91,50,1282.385,518.2831,0,0,0
15:25:10:937,49,Fixation,Fixation,91,50,1283.7934,519.6626,0,0,0
15:25:10:954,49,Fixation,Fixation,91,50,1285.4382,521.4638,0,0,0
15:25:10:971,49,Fixation,Fixation,91,50,1285.4284,522.9147,0,0,0
15:25:10:987,49,Fixation,Fixation,91,50,1285.5193,522.768,0,0,0
15:25:11:004,49,Fixation,Fixation,91,50,1284.2308,522.7808,0,0,0
15:25:11:021,49,Fixation,Fixation,91,50,1283.4617,523.0539,0,0,0
15:25:11:037,49,Fixation,Fixation,91,50,1283.0223,522.799,0,0,0
15:25:11:054,49,Fixation,Fixation,91,50,1281.245,522.7969,0,0,0
15:25:11:071,49,Fixation,Fixation,91,50,1281.3889,524.0814,0,0,0
15:25:11:087,49,Fixation,Fixation,91,50,1280.5845,524.9528,0,0,0
15:25:11:104,49,Fixation,Fixation,91,50,1280.9473,525.5498,0,0,0
15:25:11:121,49,Fixation,Fixation,91,50,1280.253,525.8346,0,0,0
15:25:11:138,49,Fixation,Fixation,91,50,1279.3925,526.5174,0,0,0
15:25:11:154,49,Fixation,Fixation,91,50,1279.7131,527.1058,0,0,0
15:25:11:171,49,Fixation,Fixation,91,50,1279.82,526.673,0,0,0
15:25:11:188,49,Fixation,Fixation,91,50,1280.1926,526.4924,0,0,0
15:25:11:204,49,Fixation,Fixation,91,50,1281.0601,526.1719,0,0,0
15:25:11:221,49,Fixation,Fixation,91,50,1280.8682,525.2308,0,0,0
15:25:11:238,49,Fixation,Fixation,91,50,1281.4675,525.8554,0,0,0
15:25:11:254,49,Fixation,Fixation,91,50,1281.2331,524.2931,0,0,0
15:25:11:271,49,Fixation,Fixation,91,50,1281.8666,523.447,0,0,0
15:25:11:288,49,Fixation,Fixation,91,50,1280.6326,520.9965,0,0,0
15:25:11:305,49,Fixation,Fixation,91,50,1281.1476,520.9492,0,0,0
15:25:11:321,49,Fixation,Fixation,91,50,1281.9428,520.4154,0,0,0
15:25:11:338,49,Fixation,Fixation,91,50,1281.1501,520.9829,1395.0533,440.3054,0
15:25:11:355,49,Fixation,Fixation,91,50,1280.2561,521.0004,1396.4332,446.3586,0
15:25:11:371,49,Fixation,Fixation,91,50,1279.8753,521.7264,1398.286,453.3085,0
15:25:11:388,49,Fixation,Fixation,91,50,1278.8436,520.4334,0,0,0
15:25:11:405,49,Fixation,Fixation,91,50,1277.3581,521.1129,0,0,0
15:25:11:421,49,Fixation,Fixation,91,50,1276.8743,521.3715,1398.527,449.5966,0
15:25:11:438,49,Fixation,Fixation,91,50,1276.8449,522.4949,0,0,0
15:25:11:455,49,Fixation,Fixation,91,50,1275.7417,523.0332,0,0,0
15:25:11:471,49,Fixation,Fixation,91,50,1276.8436,524.422,1400.2283,453.051,0
15:25:11:488,49,Fixation,-,91,-,1275.6047,524.9187,0,0,0
15:25:11:505,49,Fixation,-,91,-,1274.9914,523.8278,0,0,0
15:25:11:522,49,Saccade,-,88,-,1274.2518,523.1717,0,0,0
15:25:11:538,49,Saccade,-,88,-,1178.1226,508.3676,1257.2347,451.7305,0
15:25:11:555,49,Saccade,-,88,-,951.7059,410.1572,935.5011,406.9993,0
15:25:11:572,49,Saccade,Fixation,88,51,754.1326,399.7061,768.3663,382.7031,0
15:25:11:588,49,Saccade,Fixation,88,51,736.5268,517.7628,763.5279,371.6787,0
15:25:11:605,49,Saccade,Fixation,88,51,715.6676,501.767,751.4057,367.0819,0
15:25:11:622,49,Fixation,Fixation,92,51,709.6423,401.0717,750.293,363.8772,0
15:25:11:638,49,Fixation,Fixation,92,51,704.0971,477.9709,745.9936,366.0856,0
15:25:11:655,49,Fixation,Fixation,92,51,699.1402,405.271,747.2374,370.4339,0
15:25:11:672,49,Fixation,Fixation,92,51,702.8297,404.8057,742.5203,371.6382,0
15:25:11:688,49,Fixation,Fixation,92,51,704.006,408.2183,748.5749,368.8078,0
15:25:11:705,49,Fixation,Fixation,92,51,698.6706,444.5043,743.5551,366.7406,0
15:25:11:722,49,Saccade,Saccade,89,47,695.4796,413.8063,744.1107,364.0693,0
15:25:11:738,49,Saccade,Fixation,89,52,673.4248,403.582,713.8055,359.9345,0
15:25:11:755,49,Saccade,Fixation,89,52,665.4216,399.9399,708.4437,357.2094,0
15:25:11:772,49,Saccade,Fixation,89,52,651.6093,398.0131,701.5168,351.7698,0
15:25:11:789,49,Saccade,Fixation,89,52,638.5021,401.5935,696.8498,352.444,0
15:25:11:805,49,Saccade,Fixation,89,52,636.4072,473.6109,700.73,347.7288,0
15:25:11:822,49,Saccade,Fixation,89,52,641.5881,476.4023,689.1484,341.8571,0
15:25:11:839,49,Saccade,Fixation,89,52,637.8245,492.2057,686.5286,338.3947,0
15:25:11:855,49,Saccade,Fixation,89,52,642.7026,397.662,682.8333,337.7618,0
15:25:11:872,49,Saccade,Fixation,89,52,639.6165,388.0351,683.6769,332.202,0
15:25:11:889,49,Saccade,Fixation,89,52,634.6578,493.9935,679.8897,333.8804,0
15:25:11:905,49,Saccade,Fixation,89,52,634.9287,392.4899,680.6773,329.846,0
15:25:11:922,49,Saccade,Fixation,89,52,632.7012,387.9127,680.5401,328.2369,0
15:25:11:939,49,Saccade,Fixation,89,52,632.6681,495.4202,680.0069,327.1844,0
15:25:11:955,49,Saccade,Fixation,89,52,632.4899,497.7067,678.6615,328.0915,0
15:25:11:972,49,Saccade,Fixation,89,52,632.16,387.5143,676.7751,325.3224,0
15:25:11:989,49,Saccade,Fixation,89,52,634.241,385.3566,675.1912,322.0328,0
15:25:12:005,49,Saccade,Fixation,89,52,635.3453,388.501,674.5194,321.9189,0
15:25:12:022,49,Saccade,Fixation,89,52,634.8105,390.9157,673.9688,321.9611,0
15:25:12:039,49,Fixation,Fixation,93,52,632.3464,498.093,673.4242,318.4253,0
15:25:12:056,49,Fixation,Fixation,93,52,631.0964,496.6715,672.1564,319.4432,0
15:25:12:072,49,Fixation,Fixation,93,52,628.4995,496.7748,672.1976,318.1519,0
15:25:12:089,49,Fixation,Fixation,93,52,631.5273,499.7929,671.1497,317.1707,0
15:25:12:106,49,Fixation,Fixation,93,52,629.3643,501.1383,671.4302,316.0681,0
15:25:12:122,49,Fixation,Fixation,93,52,630.4582,506.8317,669.9088,314.9791,0
15:25:12:139,49,Fixation,Fixation,93,52,628.8247,505.6152,669.969,313.3637,0
15:25:12:156,49,Fixation,Fixation,93,52,632.7787,506.0055,669.5249,313.0584,0
15:25:12:172,49,Fixation,Fixation,93,52,628.2874,507.8367,671.1629,312.7085,0
15:25:12:189,49,Fixation,Fixation,93,52,631.7856,508.42,672.7346,312.5498,0
15:25:12:206,49,Fixation,Fixation,93,52,631.3405,509.7593,671.978,311.3995,0
15:25:12:222,49,Fixation,Fixation,93,52,630.9033,510.7292,673.5603,310.0204,0
15:25:12:239,49,Fixation,Fixation,93,52,630.3685,515.5468,675.0733,310.3025,0
15:25:12:256,49,Fixation,Fixation,93,52,636.0237,514.7471,677.3584,307.3858,0
15:25:12:272,49,Fixation,Fixation,93,52,632.4403,516.6517,677.9743,308.4157,0
15:25:12:289,49,Fixation,Fixation,93,52,633.2758,518.5289,677.1988,307.2817,0
15:25:12:306,49,Fixation,Fixation,93,52,634.6229,518.2526,677.9044,306.4476,0
15:25:12:323,49,Fixation,Fixation,93,52,634.1991,520.9404,679.5843,305.813,0
15:25:12:339,49,Fixation,Fixation,93,52,636.3541,521.0978,681.2301,304.9552,0
15:25:12:356,49,Fixation,Fixation,93,52,637.3729,521.75,681.1347,303.3203,0
15:25:12:373,49,Fixation,Fixation,93,52,635.8134,523.0531,681.1149,302.3767,0
15:25:12:389,49,Fixation,Fixation,93,52,635.6361,523.3306,682.3873,303.1212,0
15:25:12:406,49,Fixation,Fixation,93,52,638.0755,523.7598,681.755,303.7448,0
15:25:12:423,49,Fixation,Fixation,93,52,638.4068,523.2051,682.3508,302.2163,0
15:25:12:439,49,Fixation,Fixation,93,52,636.7222,524.1033,680.73,304.6786,0
15:25:12:456,49,Fixation,Fixation,93,52,638.484,523.7781,680.7555,304.9179,0
15:25:12:473,49,Fixation,Fixation,93,52,638.3043,525.1298,680.8146,304.5791,0
15:25:12:490,49,Fixation,Fixation,93,52,638.4243,523.3458,681.5606,304.9143,0
15:25:12:506,49,Fixation,Fixation,93,52,639.6993,522.8059,680.8895,304.5258,0
15:25:12:523,49,Fixation,Fixation,93,52,637.5256,522.8992,679.262,306.0365,0
15:25:12:540,49,Fixation,Fixation,93,52,638.8815,523.3355,680.6791,305.6208,0
15:25:12:556,49,Fixation,Fixation,93,52,639.7278,522.4397,680.6818,305.8169,0
15:25:12:573,49,Fixation,Fixation,93,52,639.6042,522.5883,680.1306,306.6796,0
15:25:12:590,49,Fixation,Fixation,93,52,640.3858,521.1433,679.7875,307.7461,0
15:25:12:606,49,Fixation,Fixation,93,52,639.5673,521.3961,680.167,309.3384,0
15:25:12:623,49,Fixation,Fixation,93,52,638.5653,520.622,680.5094,311.2951,0
15:25:12:640,49,Fixation,Fixation,93,52,639.6154,521.1375,679.9484,311.1697,0
15:25:12:657,49,Fixation,Fixation,93,52,638.2429,520.805,680.4875,313.204,0
15:25:12:673,49,Fixation,Fixation,93,52,638.8057,523.056,679.3619,317.0692,0
15:25:12:690,49,Fixation,Fixation,93,52,639.269,523.1911,679.6365,317.1665,0
15:25:12:707,49,Fixation,Fixation,93,52,636.5355,526.066,679.8563,319.8856,0
15:25:12:723,49,Fixation,Fixation,93,52,640.1667,526.9305,678.7665,322.3015,0
15:25:12:740,49,Fixation,Fixation,93,52,640.9849,528.4794,677.6623,324.9156,0
15:25:12:757,49,Fixation,Fixation,93,52,638.6076,531.3765,677.1628,326.813,0
15:25:12:773,49,Fixation,Fixation,93,52,637.846,533.0896,677.7151,328.0739,0
15:25:12:790,49,Fixation,Fixation,93,52,637.8743,536.3992,677.0845,329.1336,0
15:25:12:807,49,Fixation,Fixation,93,52,633.8352,537.4672,677.2519,329.0956,0
15:25:12:824,49,Fixation,Fixation,93,52,635.0489,536.7505,677.9764,330.0978,0
15:25:12:840,49,Fixation,Fixation,93,52,634.7083,534.3463,677.6883,328.7825,0
15:25:12:857,49,Fixation,Fixation,93,52,634.4981,534.1713,677.0435,325.9225,0
15:25:12:874,49,Fixation,Fixation,93,52,634.6726,535.2731,677.4602,323.1669,0
15:25:12:890,49,Fixation,Fixation,93,52,636.4593,532.4421,677.8287,320.818,0
15:25:12:907,49,Fixation,Fixation,93,52,633.8319,534.0805,677.742,320.9473,0
15:25:12:924,49,Fixation,Fixation,93,52,632.7436,535.1267,678.0027,319.0961,0
15:25:12:940,49,Saccade,Fixation,90,52,632.7717,534.1457,677.2261,319.816,0
15:25:12:957,49,Saccade,Fixation,90,52,634.9307,415.7077,677.3341,318.6488,0
15:25:12:974,49,Saccade,Fixation,90,52,630.9919,532.1584,678.206,314.7223,0
15:25:12:991,49,Saccade,Fixation,90,52,633.3448,529.9722,677.4482,313.5799,0
15:25:13:007,49,Saccade,Fixation,90,52,635.5937,407.2133,676.1971,314.0352,0
15:25:13:024,49,Saccade,Fixation,90,52,634.0879,521.823,676.4714,315.347,0
15:25:13:041,49,Saccade,Fixation,90,52,633.3587,529.3661,676.7896,318.5938,0
15:25:13:057,49,Saccade,Fixation,90,52,634.3025,530.4867,677.4511,319.1559,0
15:25:13:074,49,Fixation,Fixation,94,52,632.9613,419.5384,675.1078,328.0242,0
15:25:13:091,49,Fixation,Fixation,94,52,626.6763,476.6303,673.2593,355.6411,0
15:25:13:107,49,Fixation,Fixation,94,52,627.3051,453.3175,670.6639,360.8673,0
15:25:13:124,49,Fixation,Fixation,94,52,622.62,458.7698,670.2995,360.0821,0
15:25:13:141,49,Fixation,Fixation,94,52,622.1777,462.5135,667.6901,369.7854,0
15:25:13:158,49,Fixation,Fixation,94,52,616.9225,461.4838,664.1669,373.0111,0
15:25:13:174,49,Fixation,Fixation,94,52,614.8097,457.0421,664.1436,375.219,0
15:25:13:191,49,Fixation,Saccade,94,48,614.6022,453.8678,664.7354,375.4372,0
15:25:13:208,49,Fixation,Fixation,94,53,611.562,455.2722,661.8175,380.3274,0
15:25:13:224,49,Fixation,Fixation,94,53,610.3289,452.9118,657.9978,381.1228,0
15:25:13:241,49,Fixation,Fixation,94,53,609.1085,452.5725,657.5695,381.0242,0
15:25:13:258,49,Fixation,Fixation,94,53,606.7989,453.5341,657.142,381.2419,0
15:25:13:274,49,Fixation,Fixation,94,53,606.4676,463.9275,656.8069,379.5559,0
15:25:13:291,49,Fixation,Fixation,94,53,604.96,454.0365,656.3398,379.5648,0
15:25:13:308,49,Fixation,Fixation,94,53,603.9132,452.5688,657.2387,378.703,0
15:25:13:325,49,Fixation,Fixation,94,53,601.3505,454.0893,656.7324,378.266,0
15:25:13:341,49,Fixation,Fixation,94,53,602.437,451.1662,656.7505,379.6761,0
15:25:13:358,49,Fixation,Fixation,94,53,601.4768,452.1487,657.328,379.9303,0
15:25:13:375,49,Fixation,Fixation,94,53,601.3138,452.8058,656.8458,378.8956,0
15:25:13:391,49,Fixation,Fixation,94,53,601.1072,453.7363,656.499,377.4059,0
15:25:13:408,49,Fixation,Fixation,94,53,600.4993,454.2804,657.0003,377.4883,0
15:25:13:425,49,Fixation,Fixation,94,53,600.5574,455.6907,657.1752,376.0945,0
15:25:13:441,49,Fixation,Fixation,94,53,600.6346,455.9747,657.1529,377.5594,0
15:25:13:458,49,Fixation,Fixation,94,53,600.7325,457.1627,656.0417,379.1999,0
15:25:13:475,49,Fixation,Fixation,94,53,601.9478,457.1019,656.4041,379.4924,0
15:25:13:492,49,Fixation,Fixation,94,53,601.8359,456.2707,655.318,380.9561,0
15:25:13:508,49,Fixation,Fixation,94,53,602.6132,457.1362,656.1468,381.3713,0
15:25:13:525,49,Fixation,Fixation,94,53,601.1533,458.1266,655.8014,380.5723,0
15:25:13:542,49,Fixation,Fixation,94,53,601.7625,458.4802,654.9343,379.8554,0
15:25:13:558,49,Fixation,Fixation,94,53,601.6452,461.2765,655.4295,381.0273,0
15:25:13:575,49,Fixation,Fixation,94,53,603.4085,460.8597,655.3495,381.5628,0
15:25:13:592,49,Fixation,Fixation,94,53,603.0938,456.6256,655.4575,381.3535,0
15:25:13:609,49,Fixation,Fixation,94,53,601.7216,458.8015,655.943,382.4748,0
15:25:13:625,49,Fixation,Fixation,94,53,602.2549,461.3007,655.1791,382.9617,0
15:25:13:642,49,Fixation,Fixation,94,53,600.9775,460.8475,655.9491,382.5188,0
15:25:13:659,49,Fixation,Fixation,94,53,600.4477,459.9956,656.5578,382.3121,0
15:25:13:675,49,Fixation,Fixation,94,53,606.6343,454.9126,657.4646,378.3991,0
15:25:13:692,49,Fixation,Fixation,94,53,608.9386,472.3069,658.5123,359.9856,0
15:25:13:709,49,Fixation,Fixation,94,53,612.0856,433.8,660.939,329.7566,0
15:25:13:726,49,Fixation,Fixation,94,53,620.3148,406.1491,665.1353,328.2808,0
15:25:13:742,49,Saccade,Fixation,91,53,624.4408,412.2047,666.824,322.1097,0
15:25:13:759,49,Saccade,Fixation,91,53,622.888,400.3828,671.9945,319.8744,0
15:25:13:776,49,Saccade,Fixation,91,53,629.3652,390.8888,673.5525,319.9884,0
15:25:13:792,49,Saccade,Fixation,91,53,635.4459,395.567,672.2681,321.5661,0
15:25:13:809,49,Saccade,Fixation,91,53,634.7808,471.7763,675.9136,317.5074,0
15:25:13:826,49,Saccade,Fixation,91,53,638.3591,389.7509,676.3793,314.5148,0
15:25:13:843,49,Saccade,Fixation,91,53,641.3047,388.7566,678.3522,312.5863,0
15:25:13:859,49,Saccade,Saccade,91,49,641.708,387.9785,678.8791,312.6058,0
15:25:13:876,49,Saccade,Fixation,91,54,642.1677,485.0825,679.3554,310.548,0
15:25:13:893,49,Saccade,Fixation,91,54,642.0882,483.7747,681.5088,310.9086,0
15:25:13:909,49,Saccade,Fixation,91,54,642.8843,387.3542,681.5598,310.0654,0
15:25:13:926,49,Saccade,Fixation,91,54,641.5877,479.5602,682.9652,311.2611,0
15:25:13:943,49,Saccade,Fixation,91,54,641.9915,386.8373,683.6757,310.1999,0
15:25:13:959,49,Saccade,Fixation,91,54,640.4491,480.7483,683.0092,309.7972,0
